Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
Anastasija Sevastova,1691.1556570334412,68.96339117791827,368,207,0,161,0
Jil Belen Teichmann,1684.5733224939531,69.9358817375142,87,44,0,43,0
Ana Konjuh,1680.9751116077487,92.39910207530569,134,75,0,59,2
Catherine Cartan Bellis,1678.8407857262448,84.00209907930352,78,41,0,37,16
Danka Kovinic,1676.868655305971,74.35738830063568,164,73,0,91,1
Madison Keys,1674.46125038697,76.39870010110347,348,214,0,134,0
Viktorija Golubic,1674.2633013087836,76.69131118625106,121,56,0,65,2
Vera Zvonareva,1672.7060648005097,74.76418765104346,373,237,0,136,0
Johanna Konta,1672.1399140963065,74.56561424877492,309,185,0,124,0
Marie Bouzkova,1671.6920255084474,72.225800208212,66,31,0,35,1
Petra Martic,1671.6364602192411,69.79008027893411,299,152,0,147,0
Su Wei Hsieh,1671.2524229681908,78.45063421139774,314,157,0,157,1
Caroline Garcia,1668.900815900052,71.99332425063196,423,235,0,188,0
Laura Siegemund,1663.688233913338,72.10664244811372,181,89,0,92,0
Donna Vekic,1658.8989505703257,70.40438576301912,294,147,0,147,10
Eugenie Bouchard,1657.5982556816598,74.68882812420591,303,161,0,142,6
Margarita Gasparyan,1657.0364469504404,74.44540615615647,105,50,0,55,6
Alize Cornet,1650.9687010317946,72.6123242290929,575,288,0,287,0
Anastasia Potapova,1650.5706367342184,73.78476757376058,70,36,0,34,2
Irina Camelia Begu,1645.5699166345853,76.56901283679754,373,186,0,187,1
Alison Riske,1644.2386854274357,80.24408365192109,315,152,0,163,0
Aliaksandra Sasnovich,1643.1893834681318,70.20420719929614,205,101,0,104,6
Katie Boulter,1642.1915543569203,86.26149867434303,39,19,0,20,3
Andrea Petkovic,1641.6415734876468,80.53138196086921,480,270,0,210,2
Nadia Podoroska,1641.0498890920967,75.82500144039048,52,29,0,23,0
Kim Clijsters,1637.1925768652777,142.2317881608117,275,217,0,58,20
Marta Kostyuk,1636.876614115011,80.24625070654777,39,19,0,20,0
Anna Karolina Schmiedlova,1635.9823810220312,74.56710343085143,198,88,0,110,4
Zarina Diyas,1635.2637648444147,74.00971692787162,224,105,0,119,2
Saisai Zheng,1629.829794624273,73.8238360263386,213,90,0,123,0
Camila Giorgi,1628.3603260152338,75.31563176967734,306,159,0,147,0
Patricia Maria Tig,1625.1160948847182,80.18270428690231,76,37,0,39,0
Shuai Zhang,1624.632055381393,75.83684191136634,349,159,0,190,0
Alison Van Uytvanck,1623.9680987080621,72.2297873993072,231,107,0,124,10
Daria Gavrilova,1622.1236288732155,85.69310487498309,245,125,0,120,10
Astra Sharma,1620.594596228706,80.21502401885509,37,17,0,20,3
Taylor Townsend,1619.933424122286,89.05585750335473,72,29,0,43,20
Kristina Mladenovic,1619.3480678912874,70.0460075529351,426,208,0,218,0
Venus Williams,1617.1836010775592,79.6359675765109,624,455,0,169,1
Ajla Tomljanovic,1613.1333875260766,71.51326790358631,256,114,0,142,0
Elena Vesnina,1612.9932524542683,115.34670516258348,420,218,0,202,1
Oceane Dodin,1608.9596502646589,84.89096346404682,78,32,0,46,5
Qiang Wang,1608.5053929767023,73.54194912228319,240,128,0,112,0
Kaja Juvan,1607.799379769697,79.65258521799197,39,18,0,21,6
Tamara Zidansek,1607.6168267381793,72.01030451134373,95,47,0,48,0
Katerina Siniakova,1606.4169353143432,72.97120995016915,255,115,0,140,2
Barbora Zahlavova Strycova,1603.5599845804654,75.84160703214596,536,273,0,263,10
Monica Puig,1603.4715860659217,81.38632582994255,299,155,0,144,16
Magda Linette,1601.5737681813034,75.57023477805357,218,102,0,116,0
Anna Lena Friedsam,1601.4938833408041,85.1723911581952,111,52,0,59,2
Bernarda Pera,1600.652554308061,72.70055795879233,89,39,0,50,0
Ludmilla Samsonova,1599.4728853012061,81.31681030678892,32,12,0,20,3
Ana Bogdan,1597.0143397674015,77.1530389819609,108,44,0,64,1
Rebecca Peterson,1596.1354953329183,74.78486332775084,126,58,0,68,5
Xiyu Wang,1587.6857781677343,86.26894708899948,31,13,0,18,3
Sloane Stephens,1587.0195073788454,73.23211699094587,400,232,0,168,0
Lauren Davis,1584.0352781566464,72.48573059772599,250,113,0,137,3
Lesia Tsurenko,1582.682155542618,83.88975397595982,302,140,0,162,6
Kirsten Flipkens,1581.8501200457424,77.40023590986188,424,202,0,222,5
Polona Hercog,1580.3053014108134,76.50423723729556,380,174,0,206,0
Sara Errani,1576.3674631875574,78.89258299413758,594,340,0,254,2
Samantha Stosur,1575.0522094800547,81.08359733870384,680,401,0,279,9
Tatjana Maria,1570.6447132802653,76.37907092332594,226,82,0,144,20
Tereza Martincova,1564.9650291044459,77.77200957071604,71,26,0,45,3
Anna Kalinskaya,1564.4468115339864,80.6993897603647,49,15,0,34,4
Misaki Doi,1564.1934814316162,77.84242604920514,247,99,0,148,1
Jasmine Paolini,1563.8450847287631,76.44142618634058,53,19,0,34,3
Greetje Minnen,1561.2047201659022,77.29769882440455,35,15,0,20,7
Heather Watson,1561.0314428567451,75.83664883496556,304,138,0,166,3
Nao Hibino,1559.3823756231832,74.0873417813843,144,67,0,77,2
Bethanie Mattek Sands,1558.7849574262455,104.76391597440293,242,101,0,141,11
Arantxa Rus,1557.9704905945632,74.1807387041968,171,64,0,107,3
Kristyna Pliskova,1556.5632150289412,75.11621354536959,214,87,0,127,5
Lara Arruabarrena,1554.7826584833658,91.37092242247687,221,100,0,121,2
Rebecca Marino,1552.8631064426831,113.29518051967081,60,25,0,35,3
Lucie Hradecka,1551.4409168788416,124.96935329584156,205,88,0,117,13
Lin Zhu,1550.755770081449,79.97402127853405,94,38,0,56,6
Nina Stojanovic,1550.2434348734832,78.02206966015282,52,19,0,33,1
Anna Blinkova,1549.4408012759213,73.6221093871219,84,30,0,54,5
Madison Brengle,1546.092770058549,79.60168259204862,186,72,0,114,3
Yanina Wickmayer,1543.299360146985,100.4632323812827,424,224,0,200,20
Su Jeong Jang,1542.261747609144,106.81368590678476,36,15,0,21,24
Christina Mchale,1541.6241241308421,76.86673911294577,379,173,0,206,0
Viktoria Kuzmova,1536.8986698938133,75.50074535034865,101,46,0,55,6
Kurumi Nara,1534.1255731266147,95.08047645596697,216,92,0,124,4
Kristie Ahn,1532.87691546681,90.28729800759311,43,15,0,28,3
Mona Barthel,1531.0292073269247,89.33439641857808,323,152,0,171,2
Magdalena Frech,1529.9734947127286,99.02488301080334,38,12,0,26,3
Monica Niculescu,1527.4743798523966,86.83869713330564,397,186,0,211,10
Tamara Korpatsch,1526.3002859157068,99.95085545345987,30,12,0,18,2
Antonia Lottner,1526.1864019770508,94.49293849214368,39,12,0,27,24
Pauline Parmentier,1523.2671668898056,80.54682171871147,287,106,0,181,16
Kristina Kucova,1520.7019218795929,99.95039677476579,81,29,0,52,5
Mandy Minella,1517.1838705983807,88.5042393464636,179,73,0,106,24
Sachia Vickery,1516.154196774291,100.01410833401941,77,32,0,45,4
Olga Govortsova,1515.8265726210861,103.57864298497377,270,110,0,160,20
Ysaline Bonaventure,1515.223962595594,83.74920105046593,56,22,0,34,10
Kateryna Bondarenko,1514.8094901985796,83.53981614097468,257,112,0,145,13
Viktoriya Tomova,1512.9979332972184,88.32182896294543,43,15,0,28,3
Vera Lapko,1512.4846384373634,89.3140462601312,50,21,0,29,6
Yafan Wang,1507.8106552273825,77.12654735870858,119,55,0,64,3
Natalia Vikhlyantseva,1506.9980639084338,92.0696886319799,90,36,0,54,3
Stefanie Voegele,1506.5350804726238,80.6833265379901,276,104,0,172,2
Renata Zarazua,1506.4467971894635,88.11377381489027,37,14,0,23,3
Kateryna Kozlova,1502.8788616230888,85.75903533137755,135,55,0,80,1
